ID,Gender,Age,FieldOfStudy,FieldOfStudy_Other,CourseLanguage,UseCollabTools,Teams,Zoom,GoogleWorkspace,Slack,Trello,Notion,Miro,Mural,GitHub,Monday,Asana,Jira,OtherCollaborationTools,UseOtherTools,UserFriendliness,Functionality,Integration,Scalability,Cost,PrivacySecurity,Reliability,Mobility,Customizability,Feedback,Accessibility,Reputation,ImpactOnCollaboration,ImpactOnOrganization,ImpactOnCoordination,ImpactOnCommunication,ImpactOnParticipation,ImpactOnMotivation,SatisfactionWithToolsVariety,EffectiveToolIntegration,AdequacyOfTraining,EffectivenessOfSupport,InvolvementInDecisionMaking,ChallengeTechnicalIssues,ChallengeFamiliarity,ChallengeCommunication,ChallengeEngagement,ChallengeOrganization,ChallengePrivacySecurity,ChallengeSupportTraining,OtherDifficulties,ImpactOnAcademicPerformance,AdditionalComments
244,Female,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Never,Never,Never,Never,Never,Never,Never,Daily,Never,Never,Less frequently,Several times a week,Obsidian,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Sometimes,Never,Sometimes,Very often,Rarely,Rarely,Never,,Moderately,
245,Female,25-29,Other,Facility Management,(Swiss-)German,Yes,Several times a week,Several times a week,Never,Never,Never,Never,Weekly,Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,,Moderately,
246,Male,20-24,Other,Business IT,(Swiss-)German,Yes,Several times a week,Never,Never,Never,Never,Less frequently,Less frequently,Never,Daily,Never,Never,Never,Never,,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,Moderately,-
247,Female,20-24,Other,Health,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Male,25-29,Business and Economics,,English,Yes,Several times a week,Less frequently,Less frequently,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Rarely,Rarely,Never,Never,Rarely,Often,Sometimes,,Moderately,
250,Male,20-24,Business and Economics,,(Swiss-)German,Yes,Weekly,Never,Never,Never,Never,Never,Never,Never,Weekly,Never,Never,Never,Weekly,"Menti, OneDrive, Moodle",Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Rarely,Students not using tools that the school provides - e.g. teams and onedrive,Slightly,
251,Female,25-29,Business and Economics,,(Swiss-)German,Yes,Several times a week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Female,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Less frequently,Never,Never,Less frequently,Never,Less frequently,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Never,,Moderately,
254,Female,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Never,Never,Never,Never,Never,Never,Never,Several times a week,Never,Never,Never,Never,,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,,Moderately,
255,Male,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Weekly,Never,Never,Never,Never,Never,Never,Never,Several times a week,Never,Never,Daily,Never,,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Rarely,Often,Sometimes,Sometimes,Rarely,Rarely,Often,,Moderately,
256,Male,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Never,Never,Never,Never,Never,Less frequently,Never,Less frequently,Never,Never,Less frequently,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Female,25-29,Life Sciences and Medicine,,(Swiss-)German,Yes,Several times a week,Weekly,Several times a week,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Sometimes,Never,Never,Sometimes,Rarely,Never,Rarely,,Moderately,
258,Female,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Neutral,Strongly disagree,Often,Rarely,Sometimes,Sometimes,Sometimes,Often,Rarely,,Not at all,
259,Female,25-29,Business and Economics,,(Swiss-)German,Yes,Less frequently,Never,Less frequently,Never,Never,Never,Less frequently,Never,Less frequently,Never,Never,Never,Several times a week,WhatsApp,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,,,,,,,,,,,,,,,,,,,,,
260,Female,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Several times a week,Less frequently,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,,Moderately,
261,Female,over 35 years,Business and Economics,,(Swiss-)German,Yes,Daily,Less frequently,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Sometimes,Often,Sometimes,Very often,Rarely,Sometimes,Very often,,Moderately,
262,Female,25-29,Communication and Media Studies,,English,Yes,Several times a week,Several times a week,Never,Never,Never,Never,Several times a week,Never,Never,Never,Never,Never,Several times a week,Canva,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Often,Sometimes,Rarely,Often,Sometimes,Rarely,Often,In person collaboration is still more productive and motivating - online tools are mainly helpful as people can work on the same documents/presentations,Moderately,Helpful for collaborations and working on the same project but online meetings are exhausting. I often face technical issues especially working with microsoft on apple devices! Zoom was definitely the better option than teams is. Good luck with your thesis!
263,Male,30-34,Business and Economics,,(Swiss-)German,Yes,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Strongly disagree,Neutral,Strongly disagree,Sometimes,Often,Often,Often,Sometimes,Rarely,Often,,Very,
264,Other,20-24,Social Sciences,,(Swiss-)German,Yes,Weekly,Less frequently,Several times a week,Several times a week,Never,Several times a week,Less frequently,Never,Never,Never,Never,Less frequently,Never,,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Rarely,Sometimes,Rarely,Very often,Rarely,Rarely,Sometimes,,Slightly,
265,Male,20-24,Business and Economics,,Italian,Yes,Daily,Weekly,Less frequently,Never,Never,Daily,Weekly,Less frequently,Less frequently,Less frequently,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Often,Often,Often,Rarely,Rarely,,Extremely,
266,Female,over 35 years,Social Sciences,,(Swiss-)German,Yes,Less frequently,Less frequently,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Never,Sometimes,Never,Sometimes,Often,Never,Sometimes,,Very,
267,Male,30-34,Life Sciences and Medicine,,English,Yes,Daily,Weekly,Weekly,Several times a week,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,,Moderately,
268,Male,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Less frequently,Less frequently,Never,Never,Never,Never,Never,Daily,Never,Never,Never,Never,,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Often,Sometimes,Rarely,Sometimes,Often,Rarely,Never,,Moderately,
269,Female,20-24,Communication and Media Studies,,(Swiss-)German,Yes,Several times a week,Weekly,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Rarely,Often,Rarely,Never,Sometimes,,Moderately,
270,Male,30-34,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Never,Less frequently,Never,Never,Never,Never,Never,Daily,Never,Never,Never,Weekly,Microsoft one drive (multiple people editing one document),Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,,Moderately,
273,Male,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Less frequently,Less frequently,Never,Never,Never,Never,Several times a week,Never,Never,Never,Never,Never,Never,Ilias,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,no,Very,
274,Male,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Weekly,Never,Never,Never,Never,Less frequently,Never,Never,Weekly,Never,Never,Never,Never,,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,,Very,
275,Female,under 20 years,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Weekly,Never,Less frequently,Never,Less frequently,Never,Never,Never,Several times a week,Never,Never,Weekly,Never,"microsoft word, todo",Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,,,,,,,,,,,,,,,,,,,,,
276,Male,25-29,"Science, Technology, Engineering and Mathematics",,English,Yes,Several times a week,Less frequently,Less frequently,Never,Never,Never,Weekly,Less frequently,Less frequently,Never,Never,Never,Less frequently,Google colab,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Strongly disagree,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,,Moderately,
277,Male,25-29,"Science, Technology, Engineering and Mathematics",,English,Yes,Never,Less frequently,Several times a week,Several times a week,Never,Several times a week,Never,Never,Less frequently,Never,Never,Never,Never,AI,Agree,Agree,Neutral,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Rarely,Rarely,Sometimes,Rarely,Never,Very often,Rarely,,Very,
278,Female,20-24,Communication and Media Studies,,(Swiss-)German,Yes,Several times a week,Less frequently,Several times a week,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Daily,OneNote,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,,,,,
279,Female,20-24,Law,,(Swiss-)German,Yes,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Very often,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,,Very,
280,Female,30-34,"Science, Technology, Engineering and Mathematics",,English,Yes,Never,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Very often,Sometimes,Rarely,Often,Rarely,Rarely,Sometimes,,Very,
281,Female,20-24,Business and Economics,,(Swiss-)German,Yes,Daily,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less frequently,GoodNotes,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Sometimes,Rarely,Never,Often,Rarely,Rarely,Sometimes,,Moderately,
282,Male,20-24,Communication and Media Studies,,(Swiss-)German,Yes,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Neutral,Strongly disagree,Often,Sometimes,Often,Sometimes,Often,Rarely,Rarely,,Slightly,
284,Male,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Never,Less frequently,Never,Never,Never,Less frequently,Never,Daily,Never,Never,Weekly,Never,,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,
285,Male,20-24,Life Sciences and Medicine,,French,Yes,Never,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,,Moderately,
286,Male,20-24,Law,,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Sometimes,Sometimes,Rarely,Often,Sometimes,Rarely,Rarely,,Moderately,
288,Female,25-29,"Science, Technology, Engineering and Mathematics",,English,Yes,Less frequently,Weekly,Less frequently,Daily,Never,Never,Less frequently,Never,Weekly,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,,Moderately,
289,Female,25-29,Social Sciences,,(Swiss-)German,Yes,Never,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Rarely,Often,Rarely,Often,Never,Sometimes,Often,,Slightly,
290,Male,25-29,"Science, Technology, Engineering and Mathematics",,English,Yes,Never,Several times a week,Several times a week,Several times a week,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Agree,Agree,Strongly disagree,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Rarely,,Slightly,
291,Male,30-34,Life Sciences and Medicine,,(Swiss-)German,Yes,Several times a week,Daily,Daily,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,,Strongly Agree,Neutral,Neutral,Strongly disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly disagree,Often,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Never,,Slightly,
292,Female,20-24,"Science, Technology, Engineering and Mathematics",,English,Yes,Daily,Less frequently,Less frequently,Daily,Daily,Never,Never,Never,Never,Weekly,Never,Never,Never,,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly disagree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,,,,,,,,,,
293,Female,20-24,Social Sciences,,(Swiss-)German,Yes,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Strongly disagree,Agree,Agree,Neutral,Strongly Agree,Neutral,Sometimes,Sometimes,Rarely,Never,Never,Rarely,Sometimes,,Slightly,
294,Male,over 35 years,"Science, Technology, Engineering and Mathematics",,English,Yes,Daily,Weekly,Weekly,Less frequently,Never,Never,Weekly,Less frequently,Never,Never,Never,Never,Never,,Agree,Agree,Neutral,Strongly disagree,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Neutral,Disagree,Neutral,Strongly disagree,Very often,Very often,Sometimes,Sometimes,Never,Never,Rarely,,Very,
295,Female,20-24,Communication and Media Studies,,(Swiss-)German,Yes,Several times a week,Weekly,Several times a week,Never,Never,Never,Weekly,Never,Never,Never,Never,Less frequently,Never,Canva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Female,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Weekly,Less frequently,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,"moodle, daily",Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,,Moderately,
297,Female,over 35 years,Other,,(Swiss-)German,Yes,Daily,Weekly,Daily,Never,Less frequently,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,,Not at all,
298,Female,20-24,Law,,(Swiss-)German,Yes,Less frequently,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Rarely,Often,Sometimes,Often,Sometimes,Rarely,Sometimes,,Moderately,
299,Female,over 35 years,Business and Economics,,(Swiss-)German,Yes,Weekly,Never,Less frequently,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Several times a week,"Axure RP Team , DiagrammApp",Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Often,,Very,
300,Female,25-29,Education,,(Swiss-)German,Yes,Daily,Less frequently,Several times a week,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Often,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,,Very,
301,Male,20-24,Other,Information technology,(Swiss-)German,Yes,Daily,Less frequently,Less frequently,Never,Never,Weekly,Never,Never,Less frequently,Never,Never,Never,Never,,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,,Moderately,
302,Female,25-29,Business and Economics,,English,Yes,Several times a week,Less frequently,Several times a week,Never,Never,Daily,Never,Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,,Very,
303,Male,20-24,Business and Economics,,(Swiss-)German,Yes,Weekly,Several times a week,Less frequently,Less frequently,Less frequently,Weekly,Never,Never,Never,Never,Never,Never,Daily,One Note (shared),Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,Rarely,,Moderately,
304,Female,over 35 years,Other,Nursing,(Swiss-)German,Yes,Weekly,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"Zotero & Citavi also permit to share access to collections. Never tried it out myself, but I would if I had to hand in a paper with a collegue and there is lots of research/literature tu handle.",Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Often,Often,Sometimes,Sometimes,Rarely,Never,Often,Most of the mentioned tools are tools I've never even heard of.,Moderately,
305,Female,30-34,Education,,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,,Moderately,
306,Male,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Never,Never,Never,Never,Never,Never,Never,Several times a week,Never,Never,Several times a week,Never,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Rarely,Rarely,Never,Rarely,Never,Never,Sometimes,github: Terminal Commands,Very,
